Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Germany,DEU,2025-02-02 08:00:00,2025-02-02 09:00:00,133.48
Germany,DEU,2025-02-02 09:00:00,2025-02-02 10:00:00,124.52
Germany,DEU,2025-02-02 10:00:00,2025-02-02 11:00:00,119.77
Germany,DEU,2025-02-02 11:00:00,2025-02-02 12:00:00,113.51
Germany,DEU,2025-02-02 12:00:00,2025-02-02 13:00:00,107.2
Germany,DEU,2025-02-02 13:00:00,2025-02-02 14:00:00,111.78
Germany,DEU,2025-02-02 14:00:00,2025-02-02 15:00:00,126.13
Germany,DEU,2025-02-02 15:00:00,2025-02-02 16:00:00,146.63
Germany,DEU,2025-02-02 16:00:00,2025-02-02 17:00:00,164.04
Germany,DEU,2025-02-02 17:00:00,2025-02-02 18:00:00,167.66
Germany,DEU,2025-02-02 18:00:00,2025-02-02 19:00:00,168.7
Germany,DEU,2025-02-02 19:00:00,2025-02-02 20:00:00,159.9
Germany,DEU,2025-02-02 20:00:00,2025-02-02 21:00:00,151.29
Germany,DEU,2025-02-02 21:00:00,2025-02-02 22:00:00,145.23
Germany,DEU,2025-02-02 22:00:00,2025-02-02 23:00:00,133.63
Germany,DEU,2025-02-02 23:00:00,2025-02-03 00:00:00,131.07
Germany,DEU,2025-02-03 00:00:00,2025-02-03 01:00:00,126.58
Germany,DEU,2025-02-03 01:00:00,2025-02-03 02:00:00,124.14
Germany,DEU,2025-02-03 02:00:00,2025-02-03 03:00:00,120.72
Germany,DEU,2025-02-03 03:00:00,2025-02-03 04:00:00,123.18
Germany,DEU,2025-02-03 04:00:00,2025-02-03 05:00:00,133.05
Germany,DEU,2025-02-03 05:00:00,2025-02-03 06:00:00,165.28
Germany,DEU,2025-02-03 06:00:00,2025-02-03 07:00:00,220.84
Germany,DEU,2025-02-03 07:00:00,2025-02-03 08:00:00,281.62
Germany,DEU,2025-02-03 08:00:00,2025-02-03 09:00:00,211.82
Germany,DEU,2025-02-03 09:00:00,2025-02-03 10:00:00,165.54
Germany,DEU,2025-02-03 10:00:00,2025-02-03 11:00:00,143.85
Germany,DEU,2025-02-03 11:00:00,2025-02-03 12:00:00,130.6
Germany,DEU,2025-02-03 12:00:00,2025-02-03 13:00:00,125.97
Germany,DEU,2025-02-03 13:00:00,2025-02-03 14:00:00,133.88
Germany,DEU,2025-02-03 14:00:00,2025-02-03 15:00:00,158.46
Germany,DEU,2025-02-03 15:00:00,2025-02-03 16:00:00,201.68
Germany,DEU,2025-02-03 16:00:00,2025-02-03 17:00:00,249.56
Germany,DEU,2025-02-03 17:00:00,2025-02-03 18:00:00,244.65
Germany,DEU,2025-02-03 18:00:00,2025-02-03 19:00:00,218.55
Germany,DEU,2025-02-03 19:00:00,2025-02-03 20:00:00,179.0
Germany,DEU,2025-02-03 20:00:00,2025-02-03 21:00:00,157.28
Germany,DEU,2025-02-03 21:00:00,2025-02-03 22:00:00,145.62
Germany,DEU,2025-02-03 22:00:00,2025-02-03 23:00:00,137.5
Germany,DEU,2025-02-03 23:00:00,2025-02-04 00:00:00,134.14
Germany,DEU,2025-02-04 00:00:00,2025-02-04 01:00:00,128.6
Germany,DEU,2025-02-04 01:00:00,2025-02-04 02:00:00,125.37
Germany,DEU,2025-02-04 02:00:00,2025-02-04 03:00:00,124.44
Germany,DEU,2025-02-04 03:00:00,2025-02-04 04:00:00,124.86
Germany,DEU,2025-02-04 04:00:00,2025-02-04 05:00:00,130.72
Germany,DEU,2025-02-04 05:00:00,2025-02-04 06:00:00,159.66
Germany,DEU,2025-02-04 06:00:00,2025-02-04 07:00:00,192.01
Germany,DEU,2025-02-04 07:00:00,2025-02-04 08:00:00,203.97
Germany,DEU,2025-02-04 08:00:00,2025-02-04 09:00:00,166.24
Germany,DEU,2025-02-04 09:00:00,2025-02-04 10:00:00,137.68
Germany,DEU,2025-02-04 10:00:00,2025-02-04 11:00:00,124.77
Germany,DEU,2025-02-04 11:00:00,2025-02-04 12:00:00,114.62
Germany,DEU,2025-02-04 12:00:00,2025-02-04 13:00:00,112.27
Germany,DEU,2025-02-04 13:00:00,2025-02-04 14:00:00,118.76
Germany,DEU,2025-02-04 14:00:00,2025-02-04 15:00:00,131.79
Germany,DEU,2025-02-04 15:00:00,2025-02-04 16:00:00,165.9
Germany,DEU,2025-02-04 16:00:00,2025-02-04 17:00:00,174.42
Germany,DEU,2025-02-04 17:00:00,2025-02-04 18:00:00,177.43
Germany,DEU,2025-02-04 18:00:00,2025-02-04 19:00:00,165.52
Germany,DEU,2025-02-04 19:00:00,2025-02-04 20:00:00,149.64
Germany,DEU,2025-02-04 20:00:00,2025-02-04 21:00:00,135.4
Germany,DEU,2025-02-04 21:00:00,2025-02-04 22:00:00,127.97
Germany,DEU,2025-02-04 22:00:00,2025-02-04 23:00:00,117.68
Germany,DEU,2025-02-04 23:00:00,2025-02-05 00:00:00,116.72
Germany,DEU,2025-02-05 00:00:00,2025-02-05 01:00:00,112.75
Germany,DEU,2025-02-05 01:00:00,2025-02-05 02:00:00,110.47
Germany,DEU,2025-02-05 02:00:00,2025-02-05 03:00:00,109.24
Germany,DEU,2025-02-05 03:00:00,2025-02-05 04:00:00,113.1
Germany,DEU,2025-02-05 04:00:00,2025-02-05 05:00:00,120.85
Germany,DEU,2025-02-05 05:00:00,2025-02-05 06:00:00,136.37
Germany,DEU,2025-02-05 06:00:00,2025-02-05 07:00:00,161.2
Germany,DEU,2025-02-05 07:00:00,2025-02-05 08:00:00,176.64
Germany,DEU,2025-02-05 08:00:00,2025-02-05 09:00:00,156.81
Germany,DEU,2025-02-05 09:00:00,2025-02-05 10:00:00,133.61
Germany,DEU,2025-02-05 10:00:00,2025-02-05 11:00:00,122.28
Germany,DEU,2025-02-05 11:00:00,2025-02-05 12:00:00,117.46
Germany,DEU,2025-02-05 12:00:00,2025-02-05 13:00:00,120.2
Germany,DEU,2025-02-05 13:00:00,2025-02-05 14:00:00,127.75
Germany,DEU,2025-02-05 14:00:00,2025-02-05 15:00:00,143.92
Germany,DEU,2025-02-05 15:00:00,2025-02-05 16:00:00,162.8
Germany,DEU,2025-02-05 16:00:00,2025-02-05 17:00:00,179.2
Germany,DEU,2025-02-05 17:00:00,2025-02-05 18:00:00,189.06
Germany,DEU,2025-02-05 18:00:00,2025-02-05 19:00:00,188.01
Germany,DEU,2025-02-05 19:00:00,2025-02-05 20:00:00,170.92
Germany,DEU,2025-02-05 20:00:00,2025-02-05 21:00:00,156.57
Germany,DEU,2025-02-05 21:00:00,2025-02-05 22:00:00,146.57
Germany,DEU,2025-02-05 22:00:00,2025-02-05 23:00:00,135.06
Germany,DEU,2025-02-05 23:00:00,2025-02-06 00:00:00,135.27
Germany,DEU,2025-02-06 00:00:00,2025-02-06 01:00:00,131.07
Germany,DEU,2025-02-06 01:00:00,2025-02-06 02:00:00,127.7
Germany,DEU,2025-02-06 02:00:00,2025-02-06 03:00:00,126.94
Germany,DEU,2025-02-06 03:00:00,2025-02-06 04:00:00,127.32
Germany,DEU,2025-02-06 04:00:00,2025-02-06 05:00:00,135.93
Germany,DEU,2025-02-06 05:00:00,2025-02-06 06:00:00,156.17
Germany,DEU,2025-02-06 06:00:00,2025-02-06 07:00:00,185.76
Germany,DEU,2025-02-06 07:00:00,2025-02-06 08:00:00,215.31
Germany,DEU,2025-02-06 08:00:00,2025-02-06 09:00:00,179.99
Germany,DEU,2025-02-06 09:00:00,2025-02-06 10:00:00,165.15
Germany,DEU,2025-02-06 10:00:00,2025-02-06 11:00:00,155.18
Germany,DEU,2025-02-06 11:00:00,2025-02-06 12:00:00,147.44
Germany,DEU,2025-02-06 12:00:00,2025-02-06 13:00:00,144.52
Germany,DEU,2025-02-06 13:00:00,2025-02-06 14:00:00,143.24
Germany,DEU,2025-02-06 14:00:00,2025-02-06 15:00:00,152.5
Germany,DEU,2025-02-06 15:00:00,2025-02-06 16:00:00,165.76
Germany,DEU,2025-02-06 16:00:00,2025-02-06 17:00:00,170.89
Germany,DEU,2025-02-06 17:00:00,2025-02-06 18:00:00,168.8
Germany,DEU,2025-02-06 18:00:00,2025-02-06 19:00:00,160.49
Germany,DEU,2025-02-06 19:00:00,2025-02-06 20:00:00,143.17
Germany,DEU,2025-02-06 20:00:00,2025-02-06 21:00:00,132.57
Germany,DEU,2025-02-06 21:00:00,2025-02-06 22:00:00,130.57
Germany,DEU,2025-02-06 22:00:00,2025-02-06 23:00:00,116.95
Germany,DEU,2025-02-06 23:00:00,2025-02-07 00:00:00,121.46
Germany,DEU,2025-02-07 00:00:00,2025-02-07 01:00:00,111.74
Germany,DEU,2025-02-07 01:00:00,2025-02-07 02:00:00,107.42
Germany,DEU,2025-02-07 02:00:00,2025-02-07 03:00:00,103.4
Germany,DEU,2025-02-07 03:00:00,2025-02-07 04:00:00,102.61
Germany,DEU,2025-02-07 04:00:00,2025-02-07 05:00:00,104.8
Germany,DEU,2025-02-07 05:00:00,2025-02-07 06:00:00,114.66
Germany,DEU,2025-02-07 06:00:00,2025-02-07 07:00:00,141.34
Germany,DEU,2025-02-07 07:00:00,2025-02-07 08:00:00,159.03
Germany,DEU,2025-02-07 08:00:00,2025-02-07 09:00:00,145.17
Germany,DEU,2025-02-07 09:00:00,2025-02-07 10:00:00,126.44
Germany,DEU,2025-02-07 10:00:00,2025-02-07 11:00:00,110.11
Germany,DEU,2025-02-07 11:00:00,2025-02-07 12:00:00,104.58
Germany,DEU,2025-02-07 12:00:00,2025-02-07 13:00:00,101.48
Germany,DEU,2025-02-07 13:00:00,2025-02-07 14:00:00,104.18
Germany,DEU,2025-02-07 14:00:00,2025-02-07 15:00:00,111.21
Germany,DEU,2025-02-07 15:00:00,2025-02-07 16:00:00,125.92
Germany,DEU,2025-02-07 16:00:00,2025-02-07 17:00:00,139.43
Germany,DEU,2025-02-07 17:00:00,2025-02-07 18:00:00,143.97
Germany,DEU,2025-02-07 18:00:00,2025-02-07 19:00:00,138.61
Germany,DEU,2025-02-07 19:00:00,2025-02-07 20:00:00,123.96
Germany,DEU,2025-02-07 20:00:00,2025-02-07 21:00:00,105.42
Germany,DEU,2025-02-07 21:00:00,2025-02-07 22:00:00,102.78
Germany,DEU,2025-02-07 22:00:00,2025-02-07 23:00:00,102.39
Germany,DEU,2025-02-07 23:00:00,2025-02-08 00:00:00,87.26
Germany,DEU,2025-02-08 00:00:00,2025-02-08 01:00:00,88.52
Germany,DEU,2025-02-08 01:00:00,2025-02-08 02:00:00,88.25
Germany,DEU,2025-02-08 02:00:00,2025-02-08 03:00:00,88.64
Germany,DEU,2025-02-08 03:00:00,2025-02-08 04:00:00,89.91
Germany,DEU,2025-02-08 04:00:00,2025-02-08 05:00:00,89.77
Germany,DEU,2025-02-08 05:00:00,2025-02-08 06:00:00,91.01
Germany,DEU,2025-02-08 06:00:00,2025-02-08 07:00:00,96.22
Germany,DEU,2025-02-08 07:00:00,2025-02-08 08:00:00,112.37
Germany,DEU,2025-02-08 08:00:00,2025-02-08 09:00:00,97.75
Germany,DEU,2025-02-08 09:00:00,2025-02-08 10:00:00,83.48
Germany,DEU,2025-02-08 10:00:00,2025-02-08 11:00:00,75.33
Germany,DEU,2025-02-08 11:00:00,2025-02-08 12:00:00,74.78
Germany,DEU,2025-02-08 12:00:00,2025-02-08 13:00:00,81.3
Germany,DEU,2025-02-08 13:00:00,2025-02-08 14:00:00,90.02
Germany,DEU,2025-02-08 14:00:00,2025-02-08 15:00:00,116.1
Germany,DEU,2025-02-08 15:00:00,2025-02-08 16:00:00,137.71
Germany,DEU,2025-02-08 16:00:00,2025-02-08 17:00:00,150.32
Germany,DEU,2025-02-08 17:00:00,2025-02-08 18:00:00,159.76
Germany,DEU,2025-02-08 18:00:00,2025-02-08 19:00:00,157.81
Germany,DEU,2025-02-08 19:00:00,2025-02-08 20:00:00,150.21
Germany,DEU,2025-02-08 20:00:00,2025-02-08 21:00:00,145.56
Germany,DEU,2025-02-08 21:00:00,2025-02-08 22:00:00,143.2
Germany,DEU,2025-02-08 22:00:00,2025-02-08 23:00:00,136.6
Germany,DEU,2025-02-08 23:00:00,2025-02-09 00:00:00,134.33
Germany,DEU,2025-02-09 00:00:00,2025-02-09 01:00:00,131.64
Germany,DEU,2025-02-09 01:00:00,2025-02-09 02:00:00,129.39
Germany,DEU,2025-02-09 02:00:00,2025-02-09 03:00:00,121.95
Germany,DEU,2025-02-09 03:00:00,2025-02-09 04:00:00,121.58
Germany,DEU,2025-02-09 04:00:00,2025-02-09 05:00:00,119.69
Germany,DEU,2025-02-09 05:00:00,2025-02-09 06:00:00,120.51
Germany,DEU,2025-02-09 06:00:00,2025-02-09 07:00:00,132.12
Germany,DEU,2025-02-09 07:00:00,2025-02-09 08:00:00,137.02
Germany,DEU,2025-02-09 08:00:00,2025-02-09 09:00:00,126.07
Germany,DEU,2025-02-09 09:00:00,2025-02-09 10:00:00,114.39
Germany,DEU,2025-02-09 10:00:00,2025-02-09 11:00:00,108.23
Germany,DEU,2025-02-09 11:00:00,2025-02-09 12:00:00,102.4
Germany,DEU,2025-02-09 12:00:00,2025-02-09 13:00:00,98.76
Germany,DEU,2025-02-09 13:00:00,2025-02-09 14:00:00,109.55
Germany,DEU,2025-02-09 14:00:00,2025-02-09 15:00:00,118.84
Germany,DEU,2025-02-09 15:00:00,2025-02-09 16:00:00,136.23
Germany,DEU,2025-02-09 16:00:00,2025-02-09 17:00:00,147.36
Germany,DEU,2025-02-09 17:00:00,2025-02-09 18:00:00,158.09
Germany,DEU,2025-02-09 18:00:00,2025-02-09 19:00:00,153.28
Germany,DEU,2025-02-09 19:00:00,2025-02-09 20:00:00,146.99
Germany,DEU,2025-02-09 20:00:00,2025-02-09 21:00:00,139.38
Germany,DEU,2025-02-09 21:00:00,2025-02-09 22:00:00,139.19
Germany,DEU,2025-02-09 22:00:00,2025-02-09 23:00:00,125.92
Germany,DEU,2025-02-09 23:00:00,2025-02-10 00:00:00,118.73
Germany,DEU,2025-02-10 00:00:00,2025-02-10 01:00:00,114.6
Germany,DEU,2025-02-10 01:00:00,2025-02-10 02:00:00,112.26
Germany,DEU,2025-02-10 02:00:00,2025-02-10 03:00:00,110.21
Germany,DEU,2025-02-10 03:00:00,2025-02-10 04:00:00,105.92
Germany,DEU,2025-02-10 04:00:00,2025-02-10 05:00:00,114.9
Germany,DEU,2025-02-10 05:00:00,2025-02-10 06:00:00,141.32
Germany,DEU,2025-02-10 06:00:00,2025-02-10 07:00:00,162.48
Germany,DEU,2025-02-10 07:00:00,2025-02-10 08:00:00,177.04
Germany,DEU,2025-02-10 08:00:00,2025-02-10 09:00:00,160.74
Germany,DEU,2025-02-10 09:00:00,2025-02-10 10:00:00,138.19
Germany,DEU,2025-02-10 10:00:00,2025-02-10 11:00:00,120.76
Germany,DEU,2025-02-10 11:00:00,2025-02-10 12:00:00,114.95
Germany,DEU,2025-02-10 12:00:00,2025-02-10 13:00:00,114.14
Germany,DEU,2025-02-10 13:00:00,2025-02-10 14:00:00,123.48
Germany,DEU,2025-02-10 14:00:00,2025-02-10 15:00:00,129.83
Germany,DEU,2025-02-10 15:00:00,2025-02-10 16:00:00,136.14
Germany,DEU,2025-02-10 16:00:00,2025-02-10 17:00:00,145.37
Germany,DEU,2025-02-10 17:00:00,2025-02-10 18:00:00,152.32
Germany,DEU,2025-02-10 18:00:00,2025-02-10 19:00:00,135.71
Germany,DEU,2025-02-10 19:00:00,2025-02-10 20:00:00,114.06
Germany,DEU,2025-02-10 20:00:00,2025-02-10 21:00:00,106.39
Germany,DEU,2025-02-10 21:00:00,2025-02-10 22:00:00,102.07
Germany,DEU,2025-02-10 22:00:00,2025-02-10 23:00:00,97.76
Germany,DEU,2025-02-10 23:00:00,2025-02-11 00:00:00,73.9
Germany,DEU,2025-02-11 00:00:00,2025-02-11 01:00:00,70.24
Germany,DEU,2025-02-11 01:00:00,2025-02-11 02:00:00,69.57
Germany,DEU,2025-02-11 02:00:00,2025-02-11 03:00:00,71.43
Germany,DEU,2025-02-11 03:00:00,2025-02-11 04:00:00,74.43
Germany,DEU,2025-02-11 04:00:00,2025-02-11 05:00:00,83.02
Germany,DEU,2025-02-11 05:00:00,2025-02-11 06:00:00,103.53
Germany,DEU,2025-02-11 06:00:00,2025-02-11 07:00:00,134.93
Germany,DEU,2025-02-11 07:00:00,2025-02-11 08:00:00,151.94
Germany,DEU,2025-02-11 08:00:00,2025-02-11 09:00:00,137.03
Germany,DEU,2025-02-11 09:00:00,2025-02-11 10:00:00,108.78
Germany,DEU,2025-02-11 10:00:00,2025-02-11 11:00:00,104.64
Germany,DEU,2025-02-11 11:00:00,2025-02-11 12:00:00,105.34
Germany,DEU,2025-02-11 12:00:00,2025-02-11 13:00:00,113.31
Germany,DEU,2025-02-11 13:00:00,2025-02-11 14:00:00,120.53
Germany,DEU,2025-02-11 14:00:00,2025-02-11 15:00:00,141.12
Germany,DEU,2025-02-11 15:00:00,2025-02-11 16:00:00,142.78
Germany,DEU,2025-02-11 16:00:00,2025-02-11 17:00:00,160.67
Germany,DEU,2025-02-11 17:00:00,2025-02-11 18:00:00,173.18
Germany,DEU,2025-02-11 18:00:00,2025-02-11 19:00:00,171.2
Germany,DEU,2025-02-11 19:00:00,2025-02-11 20:00:00,160.72
Germany,DEU,2025-02-11 20:00:00,2025-02-11 21:00:00,147.32
Germany,DEU,2025-02-11 21:00:00,2025-02-11 22:00:00,141.01
Germany,DEU,2025-02-11 22:00:00,2025-02-11 23:00:00,126.92
Germany,DEU,2025-02-11 23:00:00,2025-02-12 00:00:00,126.02
Germany,DEU,2025-02-12 00:00:00,2025-02-12 01:00:00,123.64
Germany,DEU,2025-02-12 01:00:00,2025-02-12 02:00:00,122.7
Germany,DEU,2025-02-12 02:00:00,2025-02-12 03:00:00,122.51
Germany,DEU,2025-02-12 03:00:00,2025-02-12 04:00:00,124.24
Germany,DEU,2025-02-12 04:00:00,2025-02-12 05:00:00,129.59
Germany,DEU,2025-02-12 05:00:00,2025-02-12 06:00:00,149.65
Germany,DEU,2025-02-12 06:00:00,2025-02-12 07:00:00,169.37
Germany,DEU,2025-02-12 07:00:00,2025-02-12 08:00:00,186.12
Germany,DEU,2025-02-12 08:00:00,2025-02-12 09:00:00,176.34
Germany,DEU,2025-02-12 09:00:00,2025-02-12 10:00:00,159.25
Germany,DEU,2025-02-12 10:00:00,2025-02-12 11:00:00,146.06
Germany,DEU,2025-02-12 11:00:00,2025-02-12 12:00:00,138.32
Germany,DEU,2025-02-12 12:00:00,2025-02-12 13:00:00,142.4
Germany,DEU,2025-02-12 13:00:00,2025-02-12 14:00:00,148.82
Germany,DEU,2025-02-12 14:00:00,2025-02-12 15:00:00,159.58
Germany,DEU,2025-02-12 15:00:00,2025-02-12 16:00:00,172.12
Germany,DEU,2025-02-12 16:00:00,2025-02-12 17:00:00,179.31
Germany,DEU,2025-02-12 17:00:00,2025-02-12 18:00:00,191.28
Germany,DEU,2025-02-12 18:00:00,2025-02-12 19:00:00,189.27
Germany,DEU,2025-02-12 19:00:00,2025-02-12 20:00:00,172.17
Germany,DEU,2025-02-12 20:00:00,2025-02-12 21:00:00,156.25
Germany,DEU,2025-02-12 21:00:00,2025-02-12 22:00:00,149.87
Germany,DEU,2025-02-12 22:00:00,2025-02-12 23:00:00,140.0
Germany,DEU,2025-02-12 23:00:00,2025-02-13 00:00:00,144.62
Germany,DEU,2025-02-13 00:00:00,2025-02-13 01:00:00,138.76
Germany,DEU,2025-02-13 01:00:00,2025-02-13 02:00:00,137.71
Germany,DEU,2025-02-13 02:00:00,2025-02-13 03:00:00,135.41
Germany,DEU,2025-02-13 03:00:00,2025-02-13 04:00:00,137.49
Germany,DEU,2025-02-13 04:00:00,2025-02-13 05:00:00,142.26
Germany,DEU,2025-02-13 05:00:00,2025-02-13 06:00:00,160.23
Germany,DEU,2025-02-13 06:00:00,2025-02-13 07:00:00,188.71
Germany,DEU,2025-02-13 07:00:00,2025-02-13 08:00:00,219.09
Germany,DEU,2025-02-13 08:00:00,2025-02-13 09:00:00,205.49
Germany,DEU,2025-02-13 09:00:00,2025-02-13 10:00:00,189.4
Germany,DEU,2025-02-13 10:00:00,2025-02-13 11:00:00,175.84
Germany,DEU,2025-02-13 11:00:00,2025-02-13 12:00:00,165.66
Germany,DEU,2025-02-13 12:00:00,2025-02-13 13:00:00,163.42
Germany,DEU,2025-02-13 13:00:00,2025-02-13 14:00:00,162.56
Germany,DEU,2025-02-13 14:00:00,2025-02-13 15:00:00,168.33
Germany,DEU,2025-02-13 15:00:00,2025-02-13 16:00:00,178.72
Germany,DEU,2025-02-13 16:00:00,2025-02-13 17:00:00,200.2
Germany,DEU,2025-02-13 17:00:00,2025-02-13 18:00:00,202.03
Germany,DEU,2025-02-13 18:00:00,2025-02-13 19:00:00,194.01
Germany,DEU,2025-02-13 19:00:00,2025-02-13 20:00:00,175.78
Germany,DEU,2025-02-13 20:00:00,2025-02-13 21:00:00,161.25
Germany,DEU,2025-02-13 21:00:00,2025-02-13 22:00:00,152.34
Germany,DEU,2025-02-13 22:00:00,2025-02-13 23:00:00,139.78
Germany,DEU,2025-02-13 23:00:00,2025-02-14 00:00:00,139.0
Germany,DEU,2025-02-14 00:00:00,2025-02-14 01:00:00,133.9
Germany,DEU,2025-02-14 01:00:00,2025-02-14 02:00:00,131.65
Germany,DEU,2025-02-14 02:00:00,2025-02-14 03:00:00,130.93
Germany,DEU,2025-02-14 03:00:00,2025-02-14 04:00:00,132.94
Germany,DEU,2025-02-14 04:00:00,2025-02-14 05:00:00,142.14
Germany,DEU,2025-02-14 05:00:00,2025-02-14 06:00:00,172.77
Germany,DEU,2025-02-14 06:00:00,2025-02-14 07:00:00,230.79
Germany,DEU,2025-02-14 07:00:00,2025-02-14 08:00:00,257.71
Germany,DEU,2025-02-14 08:00:00,2025-02-14 09:00:00,226.92
Germany,DEU,2025-02-14 09:00:00,2025-02-14 10:00:00,191.0
Germany,DEU,2025-02-14 10:00:00,2025-02-14 11:00:00,172.76
Germany,DEU,2025-02-14 11:00:00,2025-02-14 12:00:00,161.0
Germany,DEU,2025-02-14 12:00:00,2025-02-14 13:00:00,159.82
Germany,DEU,2025-02-14 13:00:00,2025-02-14 14:00:00,168.71
Germany,DEU,2025-02-14 14:00:00,2025-02-14 15:00:00,194.72
Germany,DEU,2025-02-14 15:00:00,2025-02-14 16:00:00,214.92
Germany,DEU,2025-02-14 16:00:00,2025-02-14 17:00:00,302.11
Germany,DEU,2025-02-14 17:00:00,2025-02-14 18:00:00,287.27
Germany,DEU,2025-02-14 18:00:00,2025-02-14 19:00:00,226.32
Germany,DEU,2025-02-14 19:00:00,2025-02-14 20:00:00,193.62
Germany,DEU,2025-02-14 20:00:00,2025-02-14 21:00:00,168.99
Germany,DEU,2025-02-14 21:00:00,2025-02-14 22:00:00,156.76
Germany,DEU,2025-02-14 22:00:00,2025-02-14 23:00:00,144.93
Germany,DEU,2025-02-14 23:00:00,2025-02-15 00:00:00,137.5
Germany,DEU,2025-02-15 00:00:00,2025-02-15 01:00:00,131.61
Germany,DEU,2025-02-15 01:00:00,2025-02-15 02:00:00,124.51
Germany,DEU,2025-02-15 02:00:00,2025-02-15 03:00:00,122.15
Germany,DEU,2025-02-15 03:00:00,2025-02-15 04:00:00,123.15
Germany,DEU,2025-02-15 04:00:00,2025-02-15 05:00:00,124.06
Germany,DEU,2025-02-15 05:00:00,2025-02-15 06:00:00,132.56
Germany,DEU,2025-02-15 06:00:00,2025-02-15 07:00:00,146.43
Germany,DEU,2025-02-15 07:00:00,2025-02-15 08:00:00,150.57
Germany,DEU,2025-02-15 08:00:00,2025-02-15 09:00:00,137.47
Germany,DEU,2025-02-15 09:00:00,2025-02-15 10:00:00,127.65
Germany,DEU,2025-02-15 10:00:00,2025-02-15 11:00:00,120.1
Germany,DEU,2025-02-15 11:00:00,2025-02-15 12:00:00,113.34
Germany,DEU,2025-02-15 12:00:00,2025-02-15 13:00:00,111.75
Germany,DEU,2025-02-15 13:00:00,2025-02-15 14:00:00,117.98
Germany,DEU,2025-02-15 14:00:00,2025-02-15 15:00:00,132.26
Germany,DEU,2025-02-15 15:00:00,2025-02-15 16:00:00,149.02
Germany,DEU,2025-02-15 16:00:00,2025-02-15 17:00:00,169.49
Germany,DEU,2025-02-15 17:00:00,2025-02-15 18:00:00,177.85
Germany,DEU,2025-02-15 18:00:00,2025-02-15 19:00:00,167.15
Germany,DEU,2025-02-15 19:00:00,2025-02-15 20:00:00,152.09
Germany,DEU,2025-02-15 20:00:00,2025-02-15 21:00:00,136.05
Germany,DEU,2025-02-15 21:00:00,2025-02-15 22:00:00,134.11
Germany,DEU,2025-02-15 22:00:00,2025-02-15 23:00:00,126.44
Germany,DEU,2025-02-15 23:00:00,2025-02-16 00:00:00,131.75
Germany,DEU,2025-02-16 00:00:00,2025-02-16 01:00:00,126.69
Germany,DEU,2025-02-16 01:00:00,2025-02-16 02:00:00,121.78
Germany,DEU,2025-02-16 02:00:00,2025-02-16 03:00:00,118.38
Germany,DEU,2025-02-16 03:00:00,2025-02-16 04:00:00,118.04
Germany,DEU,2025-02-16 04:00:00,2025-02-16 05:00:00,118.0
Germany,DEU,2025-02-16 05:00:00,2025-02-16 06:00:00,117.79
Germany,DEU,2025-02-16 06:00:00,2025-02-16 07:00:00,124.87
Germany,DEU,2025-02-16 07:00:00,2025-02-16 08:00:00,126.82
Germany,DEU,2025-02-16 08:00:00,2025-02-16 09:00:00,123.2
Germany,DEU,2025-02-16 09:00:00,2025-02-16 10:00:00,117.83
Germany,DEU,2025-02-16 10:00:00,2025-02-16 11:00:00,112.55
Germany,DEU,2025-02-16 11:00:00,2025-02-16 12:00:00,111.85
Germany,DEU,2025-02-16 12:00:00,2025-02-16 13:00:00,107.95
Germany,DEU,2025-02-16 13:00:00,2025-02-16 14:00:00,111.37
Germany,DEU,2025-02-16 14:00:00,2025-02-16 15:00:00,122.58
Germany,DEU,2025-02-16 15:00:00,2025-02-16 16:00:00,135.34
Germany,DEU,2025-02-16 16:00:00,2025-02-16 17:00:00,150.91
Germany,DEU,2025-02-16 17:00:00,2025-02-16 18:00:00,163.41
Germany,DEU,2025-02-16 18:00:00,2025-02-16 19:00:00,157.6
Germany,DEU,2025-02-16 19:00:00,2025-02-16 20:00:00,150.01
Germany,DEU,2025-02-16 20:00:00,2025-02-16 21:00:00,138.72
Germany,DEU,2025-02-16 21:00:00,2025-02-16 22:00:00,136.52
Germany,DEU,2025-02-16 22:00:00,2025-02-16 23:00:00,130.16
Germany,DEU,2025-02-16 23:00:00,2025-02-17 00:00:00,126.97
Germany,DEU,2025-02-17 00:00:00,2025-02-17 01:00:00,123.8
Germany,DEU,2025-02-17 01:00:00,2025-02-17 02:00:00,121.3
Germany,DEU,2025-02-17 02:00:00,2025-02-17 03:00:00,122.52
Germany,DEU,2025-02-17 03:00:00,2025-02-17 04:00:00,124.42
Germany,DEU,2025-02-17 04:00:00,2025-02-17 05:00:00,131.57
Germany,DEU,2025-02-17 05:00:00,2025-02-17 06:00:00,159.6
Germany,DEU,2025-02-17 06:00:00,2025-02-17 07:00:00,207.56
Germany,DEU,2025-02-17 07:00:00,2025-02-17 08:00:00,208.1
Germany,DEU,2025-02-17 08:00:00,2025-02-17 09:00:00,171.43
Germany,DEU,2025-02-17 09:00:00,2025-02-17 10:00:00,137.33
Germany,DEU,2025-02-17 10:00:00,2025-02-17 11:00:00,119.83
Germany,DEU,2025-02-17 11:00:00,2025-02-17 12:00:00,114.69
Germany,DEU,2025-02-17 12:00:00,2025-02-17 13:00:00,113.26
Germany,DEU,2025-02-17 13:00:00,2025-02-17 14:00:00,117.18
Germany,DEU,2025-02-17 14:00:00,2025-02-17 15:00:00,136.08
